frame.time_epoch,frame.len,frame.time_delta,frame.time_delta_displayed,eth.src,ip.src,ip.proto,ip.len,ip.ttl,ip.flags.df,ip.dsfield.dscp,tcp.srcport,tcp.dstport,tcp.len,tcp.hdr_len,tcp.flags,tcp.window_size_value,udp.srcport,udp.dstport,udp.length,frame.protocols
1641212106.848181000,127,0.001780000,0.001780000,b0:09:da:3e:82:6c,192.168.137.119,6,113,64,True,46,60854,443,61,32,0x0018,1090,,,,eth:ethertype:ip:tcp:tls
1641212106.876769000,66,0.028588000,0.028588000,3c:18:a0:41:c3:a0,3.218.252.149,6,52,228,True,0,443,60854,0,32,0x0010,1422,,,,eth:ethertype:ip:tcp
1641212106.876826000,99,0.000057000,0.000057000,3c:18:a0:41:c3:a0,3.218.252.149,6,85,228,True,0,443,60854,33,32,0x0018,1422,,,,eth:ethertype:ip:tcp:tls
1641212106.876859000,131,0.000033000,0.000033000,3c:18:a0:41:c3:a0,3.218.252.149,6,117,228,True,0,443,60854,65,32,0x0018,1422,,,,eth:ethertype:ip:tcp:tls
1641212106.886422000,66,0.009563000,0.009563000,b0:09:da:3e:82:6c,192.168.137.119,6,52,64,True,46,60854,443,0,32,0x0010,1090,,,,eth:ethertype:ip:tcp
1641212107.467491000,214,0.527806000,0.581069000,d4:a6:51:30:64:b7,192.168.137.202,17,200,255,False,0,,,,,,,55407,6667,180,eth:ethertype:ip:udp:data
1641212107.581518000,60,0.114027000,0.114027000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212107.581518000,60,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212107.581518000,60,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212107.640453000,156,0.058935000,0.058935000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212107.689126000,66,0.048673000,0.048673000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212107.797772000,74,0.108646000,0.108646000,c0:e7:bf:0a:79:d1,192.168.137.55,6,60,64,True,0,55750,80,0,40,0x0002,14600,,,,eth:ethertype:ip:tcp
1641212108.263954000,230,0.032744000,0.466182000,24:a1:60:14:7f:f9,192.168.137.188,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212108.553816000,86,0.170737000,0.289862000,e8:1b:69:f8:d6:e6,192.168.137.236,17,72,64,True,0,,,,,,,10683,53,52,eth:ethertype:ip:udp:dns
1641212108.582980000,201,0.029164000,0.029164000,3c:18:a0:41:c3:a0,192.168.137.1,17,187,128,False,0,,,,,,,53,10683,167,eth:ethertype:ip:udp:dns
1641212108.585851000,86,0.002871000,0.002871000,e8:1b:69:f8:d6:e6,192.168.137.236,17,72,64,True,0,,,,,,,11103,53,52,eth:ethertype:ip:udp:dns
1641212108.614950000,150,0.029099000,0.029099000,3c:18:a0:41:c3:a0,192.168.137.1,17,136,128,False,0,,,,,,,53,11103,116,eth:ethertype:ip:udp:dns
1641212108.660850000,156,0.045900000,0.045900000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212108.668667000,78,0.007817000,0.007817000,34:75:63:73:f3:36,192.168.137.136,17,64,64,True,0,,,,,,,41024,53,44,eth:ethertype:ip:udp:dns
1641212108.670723000,94,0.002056000,0.002056000,3c:18:a0:41:c3:a0,192.168.137.1,17,80,128,False,0,,,,,,,53,41024,60,eth:ethertype:ip:udp:dns
1641212108.673005000,77,0.002282000,0.002282000,34:75:63:73:f3:36,192.168.137.136,17,63,64,True,0,,,,,,,38891,53,43,eth:ethertype:ip:udp:dns
1641212108.675014000,93,0.002009000,0.002009000,3c:18:a0:41:c3:a0,192.168.137.1,17,79,128,False,0,,,,,,,53,38891,59,eth:ethertype:ip:udp:dns
1641212108.678340000,74,0.003326000,0.003326000,e8:1b:69:f8:d6:e6,192.168.137.236,6,60,64,True,0,44961,21,0,40,0x0002,14600,,,,eth:ethertype:ip:tcp
1641212108.680054000,60,0.001714000,0.001714000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,14628,32100,12,eth:ethertype:ip:udp:data
1641212108.680054000,60,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,14628,32100,12,eth:ethertype:ip:udp:data
1641212108.680054000,60,0.000000000,0.000000000,34:75:63:73:f3:36,192.168.137.136,17,32,64,True,0,,,,,,,14628,32100,12,eth:ethertype:ip:udp:data
1641212108.709572000,62,0.029518000,0.029518000,3c:18:a0:41:c3:a0,3.221.182.58,17,48,32,True,0,,,,,,,32100,14628,28,eth:ethertype:ip:udp:data
1641212108.728229000,66,0.018657000,0.018657000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212108.825394000,230,0.097165000,0.097165000,b8:f0:09:03:9a:af,192.168.137.102,17,216,255,False,0,,,,,,,49155,6667,196,eth:ethertype:ip:udp:data
1641212108.871680000,214,0.046286000,0.046286000,d4:a6:51:76:06:64,192.168.137.44,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212108.924050000,62,0.052370000,0.052370000,3c:18:a0:41:c3:a0,47.112.162.49,17,48,40,True,5,,,,,,,32100,14628,28,eth:ethertype:ip:udp:data
1641212108.947493000,62,0.023443000,0.023443000,3c:18:a0:41:c3:a0,18.182.200.45,17,48,37,True,0,,,,,,,32100,14628,28,eth:ethertype:ip:udp:data
1641212109.136346000,218,0.188853000,0.188853000,44:01:bb:ec:10:4a,192.168.137.66,17,204,64,True,0,,,,,,,50271,37010,184,eth:ethertype:ip:udp:data
1641212109.472658000,230,0.336312000,0.336312000,50:02:91:10:ac:d8,192.168.137.135,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212109.647858000,230,0.175200000,0.175200000,50:02:91:b1:68:0c,192.168.137.161,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212109.676811000,74,0.028953000,0.028953000,e8:1b:69:f8:d6:e6,192.168.137.236,6,60,64,True,0,44961,21,0,40,0x0002,14600,,,,eth:ethertype:ip:tcp
1641212109.703075000,156,0.026264000,0.026264000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212109.717169000,230,0.014094000,0.014094000,50:02:91:1a:ce:e1,192.168.137.218,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212109.730622000,214,0.013453000,0.013453000,d4:a6:51:20:91:d1,192.168.137.165,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212109.751805000,66,0.021183000,0.021183000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212109.922447000,156,0.170642000,0.170642000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212109.971160000,66,0.048713000,0.048713000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212110.040180000,156,0.069020000,0.069020000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212110.088904000,66,0.048724000,0.048724000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212110.149315000,230,0.060411000,0.060411000,c4:dd:57:0c:39:94,192.168.137.211,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212110.196502000,230,0.047187000,0.047187000,50:02:91:10:09:8f,192.168.137.147,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212110.505427000,214,0.308925000,0.308925000,d4:a6:51:78:97:4e,192.168.137.204,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212110.582032000,214,0.076605000,0.076605000,68:57:2d:56:ac:47,192.168.137.200,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212110.718364000,156,0.136332000,0.136332000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212110.767127000,66,0.048763000,0.048763000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212110.946997000,156,0.179870000,0.179870000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212110.995699000,66,0.048702000,0.048702000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212111.427720000,66,0.222490000,0.432021000,3c:37:86:6f:b9:51,192.168.137.138,6,52,64,True,0,33980,443,0,32,0x0010,621,,,,eth:ethertype:ip:tcp
1641212111.511964000,66,0.084244000,0.084244000,3c:18:a0:41:c3:a0,52.10.15.125,6,52,220,True,0,443,33980,0,32,0x0010,219,,,,eth:ethertype:ip:tcp
1641212111.519704000,230,0.007740000,0.007740000,b8:f0:09:03:29:79,192.168.137.58,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212111.598905000,214,0.079201000,0.079201000,d4:a6:51:21:6c:29,192.168.137.109,17,200,255,False,0,,,,,,,49154,6667,180,eth:ethertype:ip:udp:data
1641212111.680786000,74,0.081881000,0.081881000,e8:1b:69:f8:d6:e6,192.168.137.236,6,60,64,True,0,44961,21,0,40,0x0002,14600,,,,eth:ethertype:ip:tcp
1641212111.744367000,156,0.063581000,0.063581000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212111.793155000,66,0.048788000,0.048788000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212112.157394000,218,0.233089000,0.364239000,44:01:bb:ec:10:4a,192.168.137.66,17,204,1,True,0,,,,,,,37020,37000,184,eth:ethertype:ip:udp:data
1641212112.469125000,214,0.306332000,0.311731000,d4:a6:51:30:64:b7,192.168.137.202,17,200,255,False,0,,,,,,,55407,6667,180,eth:ethertype:ip:udp:data
1641212112.605548000,60,0.010377000,0.136423000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212112.605548000,60,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212112.605548000,60,0.000000000,0.000000000,10:2c:6b:1b:43:be,192.168.137.176,17,32,64,True,0,,,,,,,60938,10001,12,eth:ethertype:ip:udp:data
1641212112.657980000,156,0.052432000,0.052432000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212112.706589000,66,0.048609000,0.048609000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212112.807480000,66,0.100891000,0.100891000,40:5d:82:35:14:c8,192.168.137.54,6,52,64,True,0,52596,443,0,32,0x0010,1225,,,,eth:ethertype:ip:tcp
1641212112.893400000,66,0.085920000,0.085920000,3c:18:a0:41:c3:a0,100.20.126.204,6,52,220,True,0,443,52596,0,32,0x0010,55,,,,eth:ethertype:ip:tcp
1641212113.094819000,60,0.201419000,0.201419000,70:ee:50:68:0e:32,192.168.137.178,17,29,3,True,0,,,,,,,59416,4500,9,eth:ethertype:ip:udp:udpencap
1641212113.097026000,110,0.002207000,0.002207000,3c:18:a0:41:c3:a0,205.174.165.65,1,96,253,False,0,,,,,,,59416,4500,9,eth:ethertype:ip:icmp:ip:udp:udpencap
1641212113.268133000,230,0.171107000,0.171107000,24:a1:60:14:7f:f9,192.168.137.188,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212113.700596000,156,0.327152000,0.432463000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212113.749355000,66,0.048759000,0.048759000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
1641212113.825273000,230,0.075918000,0.075918000,b8:f0:09:03:9a:af,192.168.137.102,17,216,255,False,0,,,,,,,49155,6667,196,eth:ethertype:ip:udp:data
1641212113.990654000,214,0.165381000,0.165381000,d4:a6:51:76:06:64,192.168.137.44,17,200,255,False,0,,,,,,,49153,6667,180,eth:ethertype:ip:udp:data
1641212113.992193000,123,0.001539000,0.001539000,d4:a6:51:76:06:64,192.168.137.44,6,109,255,False,0,49221,8886,69,20,0x0018,1609,,,,eth:ethertype:ip:tcp:tls
1641212114.075798000,123,0.083605000,0.083605000,3c:18:a0:41:c3:a0,100.21.156.247,6,109,224,True,0,8886,49221,69,20,0x0018,2680,,,,eth:ethertype:ip:tcp:tls
1641212114.435866000,60,0.360068000,0.360068000,d4:a6:51:76:06:64,192.168.137.44,6,40,255,False,0,49221,8886,0,20,0x0010,1540,,,,eth:ethertype:ip:tcp
1641212114.470491000,230,0.034625000,0.034625000,50:02:91:10:ac:d8,192.168.137.135,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212114.648616000,230,0.150373000,0.178125000,50:02:91:b1:68:0c,192.168.137.161,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212114.714738000,230,0.066122000,0.066122000,50:02:91:1a:ce:e1,192.168.137.218,17,216,255,False,0,,,,,,,49154,6667,196,eth:ethertype:ip:udp:data
1641212114.720955000,156,0.006217000,0.006217000,44:bb:3b:00:39:07,192.168.137.125,6,142,64,True,0,54098,443,90,32,0x0018,3233,,,,eth:ethertype:ip:tcp:tls
1641212114.769673000,66,0.048718000,0.048718000,3c:18:a0:41:c3:a0,34.123.64.154,6,52,60,True,0,443,54098,0,32,0x0010,728,,,,eth:ethertype:ip:tcp
